SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,SECTOR
METROBRAND,Metro Brands Limited,EQ,22-DEC-2021,5,1,INE317I01021,5,Consumer Cyclical
MFML,Mahalaxmi Fabric Mills Limited,BE,27-AUG-2024,10,1,INE0US801024,10,Consumer Cyclical
MHLXMIRU,Mahalaxmi Rubtech Limited,EQ,27-JAN-2022,10,1,INE112D01035,10,Consumer Cyclical
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,16-JUL-2009,10,1,INE998I01010,10,Consumer Cyclical
MINDACORP,Minda Corporation Limited,EQ,16-OCT-2014,2,1,INE842C01021,2,Consumer Cyclical
MIRCELECTR,MIRC Electronics Limited,EQ,24-MAY-2004,1,1,INE831A01028,1,Consumer Cyclical
MIRZAINT,Mirza International Limited,EQ,28-APR-1999,2,1,INE771A01026,2,Consumer Cyclical
MITTAL,Mittal Life Style Limited,EQ,29-APR-2020,1,1,INE997Y01027,1,Consumer Cyclical
MODTHREAD,Modern Threads (India) Limited,EQ,22-NOV-1995,10,50,INE794W01014,10,Consumer Cyclical
MOHITIND,Mohit Industries Limited,EQ,14-MAR-2013,10,1,INE954E01012,10,Consumer Cyclical
MOKSH,Moksh Ornaments Limited,EQ,21-MAY-2021,2,1,INE514Y01020,2,Consumer Cyclical
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,23-FEB-2015,5,1,INE893J01029,5,Consumer Cyclical
MONTECARLO,Monte Carlo Fashions Limited,EQ,19-DEC-2014,10,1,INE950M01013,10,Consumer Cyclical
MORARJEE,Morarjee Textiles Limited,BZ,14-SEP-2012,7,1,INE161G01027,7,Consumer Cyclical
MOTHERSON,Samvardhana Motherson International Limited,EQ,14-AUG-1996,1,1,INE775A01035,1,Consumer Cyclical
MOTISONS,Motisons Jewellers Limited,EQ,26-DEC-2023,1,1,INE0FRK01020,1,Consumer Cyclical
MRF,MRF Limited,EQ,18-SEP-1996,10,1,INE883A01011,10,Consumer Cyclical
MSUMI,Motherson Sumi Wiring India Limited,EQ,28-MAR-2022,1,1,INE0FS801015,1,Consumer Cyclical
MUFTI,Credo Brands Marketing Limited,EQ,27-DEC-2023,2,1,INE220Q01020,2,Consumer Cyclical
MUNJALAU,Munjal Auto Industries Limited,EQ,19-JUL-2006,2,1,INE672B01032,2,Consumer Cyclical
MUNJALSHOW,Munjal Showa Limited,EQ,12-MAY-2003,2,1,INE577A01027,2,Consumer Cyclical
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,03-OCT-2023,10,1,INE0KNT01012,10,Consumer Cyclical
NAGREEKEXP,Nagreeka Exports Limited,EQ,18-JUN-2007,5,1,INE123B01028,5,Consumer Cyclical
NAHARINDUS,Nahar Industrial Enterprises Limited,BE,15-DEC-2005,10,1,INE289A01011,10,Consumer Cyclical
NAHARPOLY,Nahar Poly Films Limited,BE,23-MAR-2007,5,1,INE308A01027,5,Consumer Cyclical
NAHARSPING,Nahar Spinning Mills Limited,EQ,23-MAR-2007,5,1,INE290A01027,5,Consumer Cyclical
NDL,Nandan Denim Limited,EQ,23-MAR-2012,1,1,INE875G01048,1,Consumer Cyclical
NDRAUTO,Ndr Auto Components Limited,EQ,30-JUL-2020,10,1,INE07OG01012,10,Consumer Cyclical
NILKAMAL,Nilkamal Limited,EQ,01-NOV-1995,10,1,INE310A01015,10,Consumer Cyclical
NIRAJISPAT,Niraj Ispat Industries Limited,BE,27-OCT-2016,10,1,INE326T01011,10,Consumer Cyclical
NITINSPIN,Nitin Spinners Limited,EQ,02-FEB-2006,10,1,INE229H01012,10,Consumer Cyclical
