SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,SECTOR
JSWINFRA,JSW Infrastructure Limited,EQ,03-OCT-2023,2,1,INE880J01026,2,Industrials
JWL,Jupiter Wagons Limited,EQ,18-OCT-2010,10,1,INE209L01016,10,Industrials
JYOTICNC,Jyoti CNC Automation Limited,EQ,16-JAN-2024,2,1,INE980O01024,2,Industrials
JYOTISTRUC,Jyoti Structures Limited,EQ,19-JUL-1995,2,1,INE197A01024,2,Industrials
KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,06-SEP-1995,5,1,INE900B01029,5,Industrials
KAJARIACER,Kajaria Ceramics Limited,EQ,01-JUN-2004,1,1,INE217B01036,1,Industrials
KAPSTON,Kapston Services Limited,EQ,27-MAY-2020,5,1,INE542Z01028,5,Industrials
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,14-DEC-2007,1000,1,INE234I01028,1000,Industrials
KAYNES,Kaynes Technology India Limited,EQ,22-NOV-2022,10,1,INE918Z01012,10,Industrials
KEC,KEC International Limited,EQ,10-MAR-2006,2,1,INE389H01022,2,Industrials
KECL,Kirloskar Electric Company Limited,EQ,09-MAR-2010,10,1,INE134B01017,10,Industrials
KEI,KEI Industries Limited,EQ,23-MAR-2006,2,1,INE878B01027,2,Industrials
KIRLOSBROS,Kirloskar Brothers Limited,EQ,20-APR-2010,2,1,INE732A01036,2,Industrials
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-DEC-2010,2,1,INE146L01010,2,Industrials
KIRLOSIND,Kirloskar Industries Limited,EQ,24-JUN-2010,10,1,INE250A01039,10,Industrials
KIRLPNU,Kirloskar Pneumatic Company Limited,EQ,26-APR-2023,2,1,INE811A01020,2,Industrials
KMEW,Knowledge Marine & Engineering Works Limited,EQ,14-NOV-2024,10,1,INE0CJD01011,10,Industrials
KNRCON,KNR Constructions Limited,EQ,18-FEB-2008,2,1,INE634I01029,2,Industrials
KOKUYOCMLN,Kokuyo Camlin Limited,EQ,28-JUL-2008,1,1,INE760A01029,1,Industrials
KOTHARIPRO,Kothari Products Limited,EQ,03-JUN-1998,10,1,INE823A01017,10,Industrials
KPEL,K.P. Energy Limited,EQ,14-NOV-2024,5,1,INE127T01021,5,Industrials
KPIL,Kalpataru Projects International Limited,EQ,15-DEC-2000,2,1,INE220B01022,2,Industrials
KRITI,Kriti Industries (India) Limited,BE,01-NOV-2021,1,1,INE479D01038,1,Industrials
KRYSTAL,Krystal Integrated Services Limited,BE,21-MAR-2024,10,1,INE0QN801017,10,Industrials
KSB,Ksb Limited,EQ,08-FEB-1995,2,1,INE999A01023,2,Industrials
KSHITIJPOL,Kshitij Polyline Limited,EQ,27-JUL-2022,2,1,INE013801027,2,Industrials
LAKPRE,Lakshmi Precision Screws Limited,BZ,26-SEP-2006,10,1,INE651C01018,10,Industrials
LATENTVIEW,Latent View Analytics Limited,EQ,23-NOV-2021,1,1,INE0I7C01011,1,Industrials
LATTEYS,Latteys Industries Limited,EQ,23-MAY-2023,2,1,INE262Z01023,2,Industrials
LEXUS,Lexus Granito (India) Limited,EQ,13-MAR-2023,10,1,INE500X01013,10,Industrials
LINC,Linc Limited,BE,09-MAR-2015,5,1,INE802B01027,5,Industrials
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,18-JUL-2016,1,1,INE093R01011,1,Industrials
LMW,LMW Limited,EQ,29-MAR-1995,10,1,INE269B01029,10,Industrials
LOKESHMACH,Lokesh Machines Limited,EQ,05-MAY-2006,10,1,INE397H01017,10,Industrials
LT,Larsen & Toubro Limited,EQ,23-JUN-2004,2,1,INE018A01030,2,Industrials
MACPOWER,Macpower CNC Machines Limited,BE,19-AUG-2020,10,1,INE155Z01011,10,Industrials
MADHAV,Madhav Marbles and Granites Limited,EQ,20-DEC-2007,10,1,INE925C01016,10,Industrials
MADHUCON,Madhucon Projects Limited,BE,05-OCT-2006,1,1,INE378D01032,1,Industrials
MAHEPC,Mahindra EPC Irrigation Limited,EQ,14-FEB-2020,10,1,INE215D01010,10,Industrials
MAHESHWARI,Maheshwari Logistics Limited,EQ,15-APR-2019,10,1,INE263W01010,10,Industrials
MAHLOG,Mahindra Logistics Limited,EQ,10-NOV-2017,10,1,INE766P01016,10,Industrials
MALLCOM,Mallcom (India) Limited,EQ,02-FEB-2022,10,1,INE389C01015,10,Industrials
MAMATA,Mamata Machinery Limited,EQ,27-DEC-2024,10,1,INE0TO701015,10,Industrials
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-MAR-2015,1,1,INE830Q01018,1,Industrials
MANAKSIA,Manaksia Limited,EQ,08-JAN-2008,2,1,INE015D01022,2,Industrials
MANINFRA,Man Infraconstruction Limited,EQ,11-MAR-2010,2,1,INE949H01023,2,Industrials
MANUGRAPH,Manugraph India Limited,BE,14-SEP-2006,2,1,INE867A01022,2,Industrials
MARINE,Marine Electricals (India) Limited,BE,02-DEC-2020,2,1,INE01JE01028,2,Industrials
MAZDA,Mazda Limited,EQ,01-NOV-2016,2,1,INE885E01042,2,Industrials
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,12-OCT-2020,5,1,INE249Z01020,5,Industrials
MBLINFRA,MBL Infrastructure Limited,EQ,11-JAN-2010,10,1,INE912H01013,10,Industrials
MEP,MEP Infrastructure Developers Limited,BZ,06-MAY-2015,10,1,INE776I01010,10,Industrials
MITCON,MITCON Consultancy & Engineering Services Limited,EQ,17-MAR-2022,10,1,INE828O01033,10,Industrials
MMFL,MM Forgings Limited,EQ,20-DEC-2006,10,1,INE227C01017,10,Industrials
MMTC,MMTC Limited,EQ,09-APR-2012,1,1,INE123F01029,1,Industrials
MODISONLTD,MODISON LIMITED,EQ,03-MAY-2021,1,1,INE737D01021,1,Industrials
MOLDTECH,Mold-Tek Technologies Limited,EQ,07-JUL-2016,2,1,INE835B01035,2,Industrials
MSTCLTD,Mstc Limited,EQ,29-MAR-2019,10,1,INE255X01014,10,Industrials
MTARTECH,Mtar Technologies Limited,EQ,15-MAR-2021,10,1,INE864I01014,10,Industrials
MURUDCERA,Murudeshwar Ceramics Limited,EQ,28-MAY-2004,10,1,INE692B01014,10,Industrials
NAVA,NAVA LIMITED,EQ,03-APR-1996,1,1,INE725A01030,1,Industrials
NAVKARCORP,Navkar Corporation Limited,EQ,09-SEP-2015,10,1,INE278M01019,10,Industrials
NBCC,NBCC (India) Limited,EQ,12-APR-2012,1,1,INE095N01031,1,Industrials
NCC,NCC Limited,EQ,14-OCT-2003,2,1,INE868B01028,2,Industrials
NECCLTD,North Eastern Carrying Corporation Limited,EQ,02-MAR-2016,10,1,INE553C01016,10,Industrials
NELCAST,Nelcast Limited,EQ,27-JUN-2007,2,1,INE189I01024,2,Industrials
NESCO,Nesco Limited,EQ,08-APR-2008,2,1,INE317F01035,2,Industrials
NIBE,NIBE Limited,EQ,07-FEB-2025,10,1,INE149O01018,10,Industrials
NIBL,NRB Industrial Bearings Limited,BE,09-APR-2013,2,1,INE047O01014,2,Industrials
NIPPOBATRY,Indo-National Limited,EQ,06-OCT-1999,5,1,INE567A01028,5,Industrials
NIRAJ,Niraj Cement Structurals Limited,EQ,01-OCT-2020,10,1,INE368I01016,10,Industrials
NITCO,Nitco Limited,EQ,21-MAR-2006,10,1,INE858F01012,10,Industrials
NOIDATOLL,Noida Toll Bridge Company Limited,BE,06-DEC-2002,10,1,INE781B01015,10,Industrials
